array1,array2,array3
0.0,-4.5196362904993973e-17,1.9142133732529841e-16
0.00025,-4.533917097108522e-17,1.9365743941478888e-16
0.0005,-4.5769821319896013e-17,2.0056201612770783e-16
0.00075,-4.649404873198018e-17,2.1276067528334918e-16
0.001,-4.751764942861162e-17,2.314307408216688e-16
0.00125,-4.883826752244053e-17,2.5855119373582137e-16
0.0015,-5.042692213898844e-17,2.9737441539808133e-16
0.00175,-5.2186447318502004e-17,3.533212417251175e-16
0.002,-5.3856393352447603e-17,4.357393602017303e-16
0.00225,-5.4790821855311263e-17,5.61516016385929e-16
0.0025,-5.343549022239609e-17,7.627752019679386e-16
0.00275,-4.617865859063925e-17,1.1028993005098769e-15
0.003,-2.5879171051589682e-17,1.699866902003447e-15
0.00325,1.0017461348930565e-17,2.6692257348968684e-15
0.0035,-7.48586625842637e-18,3.605018478300695e-15
0.00375,-2.354713411818344e-16,3.665160237011735e-15
0.004,-6.221144161207176e-16,3.2286038043327268e-15
0.00425,-9.818864814416651e-16,2.948429463838505e-15
0.0045,-1.1722294870886012e-15,2.4564989172366177e-15
0.00475,-1.1199786775104056e-15,1.7216105297876013e-15
0.005,-8.619744266559512e-16,1.2156486355556884e-15
0.00525,-5.697215156106999e-16,8.435927475525141e-16
0.0055,-3.6836442435494984e-16,5.917459573979886e-16
0.00575,-2.511547348857253e-16,4.354679313350359e-16
0.006,-1.8245923937770951e-16,3.4206099956423333e-16
0.00625,-1.3998060422030455e-16,2.844819904675159e-16
0.0065,-1.122245484518587e-16,2.3839374595712674e-16
0.00675,-9.32056436606661e-17,2.1461329972839302e-16
0.007,-7.965916866550376e-17,2.0133516265760267e-16
0.00725,-6.970109459570555e-17,1.8397128361516994e-16
0.0075,-6.219120486955805e-17,1.6784796399863212e-16
0.00775,-5.640881399681917e-17,1.3250580868229983e-16
0.008,-5.188084844244745e-17,1.2029120444398513e-16
0.00825,-4.8285920765008857e-17,1.0278992373197564e-16
0.0085,-4.539872073945328e-17,9.200956161557303e-17
0.00875,-4.3055542363233304e-17,8.438679776486763e-17
0.009,-4.1132217244424274e-17,7.867390245319483e-17
0.00925,-3.9530545939317195e-17,7.416456474732117e-17
0.0095,-3.817660579516879e-17,7.050630069219717e-17
0.00975,-3.7022455730042823e-17,6.736295112055073e-17
0.01,-3.6035597384310904e-17,6.462029718329679e-17
0.01025,-3.5190168293615264e-17,6.221559325485582e-17
0.0105,-3.446472427728227e-17,6.010083339398846e-17
0.01075,-3.3841554266840005e-17,5.823592270234826e-17
