array1,array2,array3
0.0,0.0,0.0
0.00025,-6.523937166331453e-18,4.4328622362982434e-18
0.0005,-1.3315505061376416e-17,8.259880113207553e-18
0.00075,-1.6440474259971917e-17,1.0188945437362985e-17
0.001,-1.394034693320088e-17,8.340238788914463e-18
0.00125,-9.755732598271283e-18,6.65167084182828e-18
0.0015,-6.50616730781706e-18,5.574084598276042e-18
0.00175,-4.940497089723406e-18,4.5113294204262464e-18
0.002,-4.9335591961646065e-18,3.1593870403407317e-18
0.00225,-5.747931024864309e-18,1.9811636842134554e-18
0.0025,-6.859614618642001e-18,1.257302017248258e-18
0.00275,-7.949008938885115e-18,8.709232670734968e-19
0.003,-8.888813110211876e-18,6.451813341137026e-19
0.00325,-9.635030151517604e-18,5.090474299606907e-19
0.0035,-1.0184090987383866e-17,4.212410961072611e-19
0.00375,-1.0551970014665087e-17,3.8858660219708193e-19
0.004,-1.0757129177527077e-17,3.615498092859718e-19
0.00425,-1.0825730717206768e-17,2.9986729663090426e-19
0.0045,-1.0774880715617377e-17,2.910050409491499e-19
0.00475,-1.062425676966897e-17,3.394369028179542e-19
0.005,-1.03878336514441e-17,4.438368390559681e-19
0.00525,-1.0080211487957505e-17,5.28289337021477e-19
0.0055,-9.711145710879181e-18,6.828810614738102e-19
0.00575,-9.285086147024648e-18,8.03794688885111e-19
0.006,-8.818095413243776e-18,6.927570140126593e-19
0.00625,-8.309947050049276e-18,7.231832425079676e-19
0.0065,-7.762015947582891e-18,9.854305960508931e-19
0.00675,-7.187149287025367e-18,7.232027175041769e-19
0.007,-6.587358445457251e-18,7.968225318111001e-19
0.00725,-5.958745970186902e-18,1.0154411568761437e-18
0.0075,-5.32446733370874e-18,7.902414082793826e-19
0.00775,-4.657099594995056e-18,5.606328749089585e-19
0.008,-4.005770240407914e-18,5.831902843301617e-19
0.00825,-3.3466329195684235e-18,4.776715243959471e-19
0.0085,-2.71296933805196e-18,2.854326682353314e-19
0.00875,-2.1334345681172812e-18,1.9336708173754001e-19
0.009,-1.6536361371523274e-18,1.0822886542329388e-19
0.00925,-1.3150552299797875e-18,6.883558335658522e-20
0.0095,-1.1002919442707015e-18,6.758693558737484e-20
0.00975,-9.607621118612467e-19,6.593183454119325e-20
0.01,-8.651267267744796e-19,6.521823344161061e-20
0.01025,-7.971349912465542e-19,6.537631980221033e-20
0.0105,-7.477453216890848e-19,6.594468966178665e-20
0.01075,-7.115416611644087e-19,6.687364861973155e-20
0.011,-6.850920002462558e-19,6.798131453319623e-20
0.01125,-6.661220644422018e-19,6.912186695020286e-20
0.0115,-6.530696649158578e-19,7.029699806220184e-20
0.01175,-6.448307149855336e-19,7.151154374927509e-20
0.012,-6.406075275376869e-19,7.27638621726336e-20
0.01225,-6.398144810010101e-19,7.405030304354894e-20
0.0125,-6.420173056440796e-19,7.537079961082428e-20
0.01275,-6.46892854402055e-19,7.67271441514194e-20
0.013,-6.542017962858076e-19,7.813235926835926e-20
0.01325,-6.637697227546709e-19,7.957386434089243e-20
0.0135,-6.754738932450281e-19,8.105519513648922e-20
0.01375,-6.892338675991799e-19,8.257399892644732e-20
0.014,-7.0500489355336815e-19,8.411712765260423e-20
0.01425,-7.227733055168275e-19,8.568569486530319e-20
0.0145,-7.425534406830802e-19,8.727774361657024e-20
0.01475,-7.643857441474822e-19,8.889241854830333e-20
0.015,-7.883358481932277e-19,9.052965094934941e-20
0.01525,-8.144944917933592e-19,9.21894925755012e-20
0.0155,-8.429782069701822e-19,9.387207246737494e-20
0.01575,-8.739307470119704e-19,9.557767660366722e-20
0.016,-9.075252732065058e-19,9.730665871751152e-20
0.01625,-9.439673557665455e-19,9.905953141771768e-20
0.0165,-9.834988842040438e-19,1.0085949330162349e-19
0.01675,-1.0264030253103124e-18,1.0269917062904847e-19
0.017,-1.0730104156128845e-18,1.0456380930905198e-19
0.01725,-1.1237068319494198e-18,1.0645450684310315e-19
0.0175,-1.1789426503228235e-18,1.0837276006248951e-19
0.01775,-1.2392444797815152e-18,1.1032178264985807e-19
0.018,-1.3052294416134701e-18,1.1230603149064556e-19
0.01825,-1.377622643775306e-18,1.14325802370689e-19
0.0185,-1.4572784480232223e-18,1.1638476096695495e-19
0.01875,-1.5452060765788417e-18,1.1848915526722608e-19
0.019,-1.6425998071427769e-18,1.2064746689186916e-19
0.01925,-1.7508731264340435e-18,1.2286955759055742e-19
0.0195,-1.8716940053204104e-18,1.2516666812505008e-19
0.01975,-2.007013218678794e-18,1.275557107582539e-19
0.02,-2.159065387559671e-18,1.3006501257621686e-19
0.02025,-2.330293656516932e-18,1.3279855979895084e-19
0.0205,-2.5230802467095334e-18,1.3588339556850108e-19
0.02075,-2.7389982723576195e-18,1.395060254803671e-19
0.021,-2.9768955274358784e-18,1.4413258542723915e-19
0.02125,-3.2282277158066856e-18,1.5071656841258451e-19
0.0215,-3.4671310079849796e-18,1.616340557625045e-19
0.02175,-3.6419954821634646e-18,1.850599238210081e-19
0.022,-3.751891422228414e-18,2.5566976393588603e-19
0.02225,-4.164902101884693e-18,5.011268790390926e-19
0.0225,-5.758994842004552e-18,7.831230666600643e-19
0.02275,-9.453400406423193e-18,2.149582917069462e-18
0.023,-1.5662474392846215e-17,2.039163660094656e-18
0.02325,-2.345496009121872e-17,2.569791516025816e-18
0.0235,-3.095691429705061e-17,4.940677685798186e-18
0.02375,-3.693359806386251e-17,6.091453697465139e-18
0.024,-4.1557471155872195e-17,5.2196916301607724e-18
