array1,array2,array3
0.0,-4.727580857896213,3.525310008969759
0.0005,-4.740086619693377,3.5258788336839464
0.001,-4.777831061524381,3.5275938624070275
0.0015,-4.841504998983979,3.530481090864498
0.002,-4.932291636751242,3.534584975929157
0.0025,-5.051916836263158,3.5399702185891853
0.003,-5.202724794354883,3.5467244445884814
0.0035,-5.387785201238324,3.554961993675477
0.004,-5.611040923242532,3.564829131683787
0.0045,-5.877509469643178,3.576517131017487
0.005,-6.193557660451502,3.5902563707683823
0.0055,-6.567278146615111,3.6065400879547553
0.006,-7.009010612447414,3.625626841079858
0.0065,-7.532072766007138,3.648082912923912
0.007,-8.153802065097803,3.674491724297274
0.0075,-8.897068282362493,3.7059039063820336
0.008,-9.79251738510275,3.743658672956832
0.0085,-10.881982759584254,3.7895492579044854
0.009,-12.223817313107423,3.845424846324444
0.0095,-13.901495841310034,3.9144015824067258
0.01,-16.038001675186955,4.001129881740932
0.0105,-18.820890611042252,4.112701522332854
0.011,-22.548014569840397,4.2608696200632155
0.0115,-27.71526359347306,4.464985650822704
0.012,-35.19382449538213,4.758940763963671
0.0125,-46.60225121875292,5.2100710703237425
0.013,-65.06480115329559,5.9408046563361765
0.0135,-96.23470203682116,7.171450557784503
0.014,-145.3536349522842,9.123929014224275
0.0145,-197.73835557714733,11.408522296220886
0.015,-222.26794668001872,11.913115632977343
0.0155,-224.8594100832874,11.775499809144101
0.016,-222.4343042361716,11.64186529242346
0.0165,-218.04613474297935,12.47428168839752
0.017,-214.1365785215681,12.145007065919984
0.0175,-210.68575712806143,13.698953007323677
0.018,-204.64387019739726,13.748052016807598
0.0185,-197.4296671212206,13.368674677519428
0.019,-190.36593247990012,15.287371220126298
0.0195,-181.3111197006721,14.35554567296774
0.02,-170.57877526346994,13.456791644488222
0.0205,-160.18954339391033,14.976151575155258
0.021,-150.2656403241733,14.536946015512415
0.0215,-138.41419857411645,16.44769350760324
0.022,-124.60844140151565,20.168195410080394
0.0225,-109.78161167054307,22.254348278688543
0.023,-97.74610636148236,25.105664468836327
0.0235,-94.08877934286434,25.26915579049314
0.024,-95.50999276837906,23.580341393127373
0.0245,-96.89996809364128,23.47553288935628
0.025,-96.09078957873182,23.353601947604236
0.0255,-92.7926247940072,22.643834553304075
0.026,-89.8138605454423,21.18584189207021
0.0265,-86.896632646999,21.073171692157903
0.027,-83.41054072259827,21.540926928239582
0.0275,-80.54608964803863,21.252577035276598
0.028,-77.13759195809908,21.41834859120741
0.0285,-74.16403676947226,19.06283853231472
0.029,-73.56707732476693,19.57354213357601
0.0295,-73.07354754770358,20.501889281743562
0.03,-71.05366926245219,19.658319783060488
0.0305,-68.42038422922136,18.27605743823278
0.031,-65.20944285743087,19.603748944599396
0.0315,-61.383007781836376,20.827512445476035
0.032,-57.84966747353595,20.01655958631113
0.0325,-55.715146547288256,19.796527042181772
0.033,-54.18040166057697,19.75754219620088
0.0335,-52.87063999727786,18.89978463542588
0.034,-51.38267615587754,18.73093668041999
0.0345,-49.89668531630141,18.985400982815833
0.035,-49.25218758082885,18.88961132295602
0.0355,-49.0524667900729,16.984425239753865
0.036,-48.72511519398213,17.316839844173217
0.0365,-48.235340710826996,17.631715897060268
0.037,-48.60993975513348,17.478076551890737
0.0375,-50.17126668308901,18.67292872198263
0.038,-51.43641331644375,18.186484278548193
0.0385,-50.96259111539084,19.812881039826266
0.039,-49.4235659175529,20.40498396339952
0.0395,-47.64864912881695,19.271283184932074
0.04,-45.434597962467805,20.16938917337428
