array1,array2,array3
-450.20384404272545,-14.200828823957783,-273.15279933143165
-523.512857882665,-11.55170065840161,-261.8931958142375
-637.3656851425501,-12.85742026513497,-260.24568751945213
-744.0576146687879,-12.572582878922296,-257.63835424462434
-790.8923717663075,-10.93762003751857,-258.08095999134247
-341.736402153123,-9.513893290558338,-254.17250283724127
-78.42364782337746,-5.764479802242803,-248.64355447394524
1.2323069903779231,-6.843063181272258,-118.55920406538459
153.2934189287646,31.318701454975944,143.5744637285901
236.55058702267178,7.661469798477025,167.28347579723635
503.6488489424462,8.55105226437048,214.31780163896212
963.6809117253633,11.529320957841868,337.28521264005593
878.1736297591234,7.2809039381041325,129.24342475663653
774.5961774765001,8.78337277015076,37.17175161495983
688.9642333641532,9.844780940574536,20.713004550121077
603.2045878584405,8.774135958856967,12.027015979965572
